,Date,Brand Alias,Ad group alias,ASIN/SKU Alias,Marketplace,Impressions,Clicks,Spend,Sales,Orders,Units,Advertised Units sold,Other SKU units sold,Advertised SKU Sales,Other SKU sales
880,2021-11-10,Brand 1,Brand 1 Ad Group 2,ASIN380,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
881,2021-11-10,Brand 1,Brand 1 Ad Group 2,ASIN388,Walmart,1116,12,4.34,0.0,0,0,0,0,0.0,0.0
882,2021-11-10,Brand 1,Brand 1 Ad Group 2,ASIN394,Walmart,4125,9,1.86,129.98,2,2,1,1,69.99,59.99
883,2021-11-10,Brand 1,Brand 1 Ad Group 4,ASIN396,Walmart,13941,17,17.88,129.97,3,3,2,1,79.98,49.99
884,2021-11-10,Brand 1,Brand 1 Ad Group 4,ASIN401,Walmart,22336,87,12.34,94.98,2,2,1,1,44.99,49.99
885,2021-11-10,Brand 1,Brand 1 Ad Group 4,ASIN406,Walmart,207160,301,269.58,950.76,22,24,16,8,609.84,340.92
886,2021-11-10,Brand 1,Brand 1 Ad Group 5,ASIN410,Walmart,54,5,2.27,0.0,0,0,0,0,0.0,0.0
887,2021-11-10,Brand 1,Brand 1 Ad Group 7,ASIN402,Walmart,223,18,6.67,79.98,2,2,2,0,79.98,0.0
888,2021-11-10,Brand 1,Brand 1 Ad Group 8,ASIN412,Walmart,380,9,1.31,63.98,2,2,1,1,31.99,31.99
889,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN445,Walmart,27023,58,51.68,863.02,9,10,3,7,515.97,347.05
890,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN448,Walmart,19295,43,28.36,613.85,5,5,1,4,174.99,438.86
891,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN451,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
892,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN456,Walmart,12066,23,22.97,395.98,2,2,2,0,395.98,0.0
893,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN460,Walmart,750,0,0.0,0.0,0,0,0,0,0.0,0.0
894,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN464,Walmart,3978,10,6.68,241.99,1,1,1,0,241.99,0.0
895,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN470,Walmart,5509,10,8.09,0.0,0,0,0,0,0.0,0.0
896,2021-11-10,Brand 2,Brand 2 Ad Group 1,ASIN474,Walmart,4159,6,5.22,37.99,1,1,0,1,0.0,37.99
897,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN478,Walmart,21907,68,45.64,551.96,4,4,0,4,0.0,551.96
898,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN481,Walmart,33566,104,75.56,577.92,3,4,3,1,412.93,164.99
899,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN485,Walmart,18812,24,16.25,901.96,4,4,1,3,270.99,630.97
900,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN489,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
901,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN494,Walmart,29093,83,77.02,717.9,8,10,5,5,399.95,317.95
902,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN497,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
903,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN504,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
904,2021-11-10,Brand 2,Brand 2 Ad Group 2,ASIN508,Walmart,7779,13,12.85,0.0,0,0,0,0,0.0,0.0
905,2021-11-10,Brand 2,Brand 2 Ad Group 3,ASIN512,Walmart,23514,52,46.52,732.23,6,8,2,6,111.98,620.25
906,2021-11-10,Brand 2,Brand 2 Ad Group 3,ASIN516,Walmart,9115,5,3.92,0.0,0,0,0,0,0.0,0.0
907,2021-11-10,Brand 2,Brand 2 Ad Group 3,ASIN521,Walmart,13561,30,32.05,119.96,2,2,0,2,0.0,119.96
908,2021-11-10,Brand 2,Brand 2 Ad Group 5,ASIN619,Walmart,5388,7,8.98,0.0,0,0,0,0,0.0,0.0
909,2021-11-11,Brand 1,Brand 1 Ad Group 1,ASIN374,Walmart,2634,33,10.58,226.94,6,6,4,2,159.96,66.98
910,2021-11-11,Brand 1,Brand 1 Ad Group 11,ASIN379,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
911,2021-11-11,Brand 1,Brand 1 Ad Group 11,ASIN386,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
912,2021-11-11,Brand 1,Brand 1 Ad Group 12,ASIN390,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
913,2021-11-11,Brand 1,Brand 1 Ad Group 13,ASIN396,Walmart,269,3,0.84,0.0,0,0,0,0,0.0,0.0
914,2021-11-11,Brand 1,Brand 1 Ad Group 13,ASIN401,Walmart,320,3,0.6,49.99,1,1,0,1,0.0,49.99
915,2021-11-11,Brand 1,Brand 1 Ad Group 13,ASIN407,Walmart,201,0,0.0,0.0,0,0,0,0,0.0,0.0
916,2021-11-11,Brand 1,Brand 1 Ad Group 13,ASIN412,Walmart,807,13,2.15,0.0,0,0,0,0,0.0,0.0
917,2021-11-11,Brand 1,Brand 1 Ad Group 2,ASIN380,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
918,2021-11-11,Brand 1,Brand 1 Ad Group 2,ASIN388,Walmart,862,8,2.9,0.0,0,0,0,0,0.0,0.0
919,2021-11-11,Brand 1,Brand 1 Ad Group 2,ASIN394,Walmart,374,0,0.0,0.0,0,0,0,0,0.0,0.0
920,2021-11-11,Brand 1,Brand 1 Ad Group 4,ASIN396,Walmart,12786,14,9.97,194.96,3,4,0,4,0.0,194.96
921,2021-11-11,Brand 1,Brand 1 Ad Group 4,ASIN401,Walmart,27113,116,16.81,110.97,3,3,1,2,37.99,72.98
922,2021-11-11,Brand 1,Brand 1 Ad Group 4,ASIN406,Walmart,291244,682,630.67,,41,42,21,21,805.79,914.78
923,2021-11-11,Brand 1,Brand 1 Ad Group 5,ASIN410,Walmart,350,9,3.6,0.0,0,0,0,0,0.0,0.0
924,2021-11-11,Brand 1,Brand 1 Ad Group 7,ASIN402,Walmart,114,5,2.03,0.0,0,0,0,0,0.0,0.0
925,2021-11-11,Brand 1,Brand 1 Ad Group 8,ASIN412,Walmart,399,8,1.78,76.98,2,2,1,1,31.99,44.99
926,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN445,Walmart,27572,50,37.66,,11,11,6,5,,494.95
927,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN448,Walmart,15592,30,24.54,93.99,1,1,0,1,0.0,93.99
928,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN451,Walmart,33399,60,45.16,840.49,7,7,3,4,362.97,477.52
929,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN456,Walmart,17428,43,29.4,741.92,7,8,0,8,0.0,741.92
930,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN460,Walmart,18086,26,18.35,157.28,3,4,0,4,0.0,157.28
931,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN464,Walmart,7598,10,7.78,163.99,1,1,0,1,0.0,163.99
932,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN470,Walmart,6691,23,23.29,71.05,3,3,2,1,36.06,34.99
933,2021-11-11,Brand 2,Brand 2 Ad Group 1,ASIN474,Walmart,15090,12,11.76,85.99,1,1,1,0,85.99,0.0
934,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN478,Walmart,6393,28,20.71,503.97,3,3,1,2,165.99,337.98
935,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN481,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
936,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN485,Walmart,13718,33,27.32,270.99,1,1,1,0,270.99,0.0
937,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN489,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
938,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN494,Walmart,30027,69,62.87,,6,14,9,5,719.91,394.95
939,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN497,Walmart,51954,104,67.87,507.97,3,3,1,2,214.99,292.98
940,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN504,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
941,2021-11-11,Brand 2,Brand 2 Ad Group 2,ASIN508,Walmart,8767,24,19.19,0.0,0,0,0,0,0.0,0.0
942,2021-11-11,Brand 2,Brand 2 Ad Group 3,ASIN512,Walmart,22329,50,33.28,248.96,4,4,3,1,167.97,80.99
943,2021-11-11,Brand 2,Brand 2 Ad Group 3,ASIN516,Walmart,20648,18,12.18,0.0,0,0,0,0,0.0,0.0
944,2021-11-11,Brand 2,Brand 2 Ad Group 3,ASIN521,Walmart,11832,25,26.95,785.13,6,6,1,5,129.99,655.14
945,2021-11-11,Brand 2,Brand 2 Ad Group 5,ASIN619,Walmart,4430,18,16.27,0.0,0,0,0,0,0.0,0.0
946,2021-11-12,Brand 1,Brand 1 Ad Group 1,ASIN374,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
947,2021-11-12,Brand 1,Brand 1 Ad Group 11,ASIN379,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
948,2021-11-12,Brand 1,Brand 1 Ad Group 11,ASIN387,Walmart,18107,38,8.39,0.0,0,0,0,0,0.0,0.0
949,2021-11-12,Brand 1,Brand 1 Ad Group 13,ASIN374,Walmart,920,2,0.46,42.99,1,1,0,1,0.0,42.99
950,2021-11-12,Brand 1,Brand 1 Ad Group 13,ASIN396,Walmart,314,4,1.07,54.99,1,1,0,1,0.0,54.99
951,2021-11-12,Brand 1,Brand 1 Ad Group 13,ASIN401,Walmart,280,6,1.26,0.0,0,0,0,0,0.0,0.0
952,2021-11-12,Brand 1,Brand 1 Ad Group 13,ASIN407,Walmart,256,0,0.0,0.0,0,0,0,0,0.0,0.0
953,2021-11-12,Brand 1,Brand 1 Ad Group 13,ASIN412,Walmart,691,6,1.28,81.98,2,2,1,1,31.99,49.99
954,2021-11-12,Brand 1,Brand 1 Ad Group 2,ASIN380,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
955,2021-11-12,Brand 1,Brand 1 Ad Group 2,ASIN388,Walmart,778,9,3.77,52.99,1,1,1,0,52.99,0.0
956,2021-11-12,Brand 1,Brand 1 Ad Group 2,ASIN394,Walmart,823,6,0.7,0.0,0,0,0,0,0.0,0.0
957,2021-11-12,Brand 1,Brand 1 Ad Group 4,ASIN396,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
958,2021-11-12,Brand 1,Brand 1 Ad Group 4,ASIN401,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
959,2021-11-12,Brand 1,Brand 1 Ad Group 4,ASIN406,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
960,2021-11-12,Brand 1,Brand 1 Ad Group 5,ASIN410,Walmart,36,7,4.28,27.99,1,1,1,0,27.99,0.0
961,2021-11-12,Brand 1,Brand 1 Ad Group 7,ASIN402,Walmart,249,15,8.77,159.96,4,4,4,0,159.96,0.0
962,2021-11-12,Brand 1,Brand 1 Ad Group 8,ASIN412,Walmart,755,3,0.37,0.0,0,0,0,0,0.0,0.0
963,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN445,Walmart,20843,43,30.91,859.95,4,5,5,0,859.95,0.0
964,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN448,Walmart,14949,26,18.59,247.98,2,2,0,2,0.0,247.98
965,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN451,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
966,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN456,Walmart,26783,55,38.0,,6,6,3,3,593.97,427.97
967,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN460,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
968,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN464,Walmart,23389,28,21.68,0.0,0,0,0,0,0.0,0.0
969,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN470,Walmart,3999,12,13.93,36.06,1,2,2,0,36.06,0.0
970,2021-11-12,Brand 2,Brand 2 Ad Group 1,ASIN474,Walmart,17965,12,10.69,0.0,0,0,0,0,0.0,0.0
971,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN478,Walmart,6596,24,16.66,316.98,2,2,1,1,165.99,150.99
972,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN481,Walmart,2862,11,7.81,0.0,0,0,0,0,0.0,0.0
973,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN485,Walmart,6872,12,10.15,0.0,0,0,0,0,0.0,0.0
974,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN489,Walmart,49341,86,76.52,54.99,1,1,0,1,0.0,54.99
975,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN494,Walmart,19480,54,47.45,125.98,1,2,0,2,0.0,125.98
976,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN497,Walmart,4993,12,10.92,0.0,0,0,0,0,0.0,0.0
977,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN505,Walmart,4610,14,12.5,613.69,5,11,0,11,0.0,613.69
978,2021-11-12,Brand 2,Brand 2 Ad Group 2,ASIN508,Walmart,3993,12,8.88,0.0,0,0,0,0,0.0,0.0
979,2021-11-12,Brand 2,Brand 2 Ad Group 3,ASIN512,Walmart,16399,61,42.7,595.9,6,10,8,2,447.92,147.98
980,2021-11-12,Brand 2,Brand 2 Ad Group 3,ASIN516,Walmart,14524,18,12.26,0.0,0,0,0,0,0.0,0.0
981,2021-11-12,Brand 2,Brand 2 Ad Group 3,ASIN521,Walmart,13317,32,26.38,455.96,4,4,3,1,374.97,80.99
982,2021-11-12,Brand 2,Brand 2 Ad Group 5,ASIN619,Walmart,3081,12,9.56,0.0,0,0,0,0,0.0,0.0
983,2021-11-13,Brand 1,Brand 1 Ad Group 1,ASIN374,Walmart,2920,58,17.32,585.86,13,14,11,3,439.89,145.97
984,2021-11-13,Brand 1,Brand 1 Ad Group 11,ASIN379,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
985,2021-11-13,Brand 1,Brand 1 Ad Group 11,ASIN387,Walmart,19748,53,10.66,557.11,9,9,6,3,419.94,137.17
986,2021-11-13,Brand 1,Brand 1 Ad Group 13,ASIN374,Walmart,1712,12,2.18,0.0,0,0,0,0,0.0,0.0
987,2021-11-13,Brand 1,Brand 1 Ad Group 13,ASIN396,Walmart,1112,8,2.35,25.99,1,1,1,0,25.99,0.0
988,2021-11-13,Brand 1,Brand 1 Ad Group 13,ASIN401,Walmart,60,1,0.07,0.0,0,0,0,0,0.0,0.0
989,2021-11-13,Brand 1,Brand 1 Ad Group 13,ASIN407,Walmart,414,0,0.0,0.0,0,0,0,0,0.0,0.0
990,2021-11-13,Brand 1,Brand 1 Ad Group 13,ASIN412,Walmart,601,3,0.66,39.99,1,1,0,1,0.0,39.99
991,2021-11-13,Brand 1,Brand 1 Ad Group 2,ASIN380,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
992,2021-11-13,Brand 1,Brand 1 Ad Group 2,ASIN388,Walmart,787,16,5.2,52.99,1,1,1,0,52.99,0.0
993,2021-11-13,Brand 1,Brand 1 Ad Group 2,ASIN394,Walmart,5021,29,6.11,97.98,2,2,1,1,47.99,49.99
994,2021-11-13,Brand 1,Brand 1 Ad Group 4,ASIN396,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
995,2021-11-13,Brand 1,Brand 1 Ad Group 4,ASIN401,Walmart,54097,55,37.21,154.97,3,3,1,2,39.99,114.98
996,2021-11-13,Brand 1,Brand 1 Ad Group 4,ASIN406,Walmart,360663,772,674.32,,68,71,48,23,,
997,2021-11-13,Brand 1,Brand 1 Ad Group 5,ASIN410,Walmart,34,3,0.77,39.99,1,1,0,1,0.0,39.99
998,2021-11-13,Brand 1,Brand 1 Ad Group 7,ASIN402,Walmart,203,11,9.66,159.96,4,4,3,1,119.97,39.99
999,2021-11-13,Brand 1,Brand 1 Ad Group 8,ASIN412,Walmart,433,10,1.93,37.99,1,1,1,0,37.99,0.0
1000,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN445,Walmart,29341,57,44.46,191.28,2,2,1,1,171.99,19.29
1001,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN448,Walmart,11335,22,16.38,780.24,6,6,2,4,349.98,430.26
1002,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN451,Walmart,3816,8,7.02,0.0,0,0,0,0,0.0,0.0
1003,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN456,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1004,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN460,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1005,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN464,Walmart,754,1,0.37,0.0,0,0,0,0,0.0,0.0
1006,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN470,Walmart,8984,34,35.03,71.27,3,3,1,2,19.29,51.98
1007,2021-11-13,Brand 2,Brand 2 Ad Group 1,ASIN474,Walmart,25152,30,19.31,0.0,0,0,0,0,0.0,0.0
1008,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN478,Walmart,14609,37,28.68,273.97,2,3,1,2,165.99,107.98
1009,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN481,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1010,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN485,Walmart,7900,16,13.4,0.0,0,0,0,0,0.0,0.0
1011,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN489,Walmart,7821,8,6.78,0.0,0,0,0,0,0.0,0.0
1012,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN494,Walmart,21222,60,57.43,628.91,4,9,1,8,79.99,548.92
1013,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN497,Walmart,46394,87,70.61,187.99,1,1,1,0,187.99,0.0
1014,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN505,Walmart,2300,11,9.55,69.99,1,1,1,0,69.99,0.0
1015,2021-11-13,Brand 2,Brand 2 Ad Group 2,ASIN509,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1016,2021-11-13,Brand 2,Brand 2 Ad Group 3,ASIN512,Walmart,55,1,0.4,0.0,0,0,0,0,0.0,0.0
1017,2021-11-13,Brand 2,Brand 2 Ad Group 3,ASIN516,Walmart,1148,2,0.79,0.0,0,0,0,0,0.0,0.0
1018,2021-11-13,Brand 2,Brand 2 Ad Group 3,ASIN521,Walmart,8388,13,7.54,296.98,2,2,0,2,0.0,296.98
1019,2021-11-13,Brand 2,Brand 2 Ad Group 5,ASIN619,Walmart,9207,37,35.39,296.08,2,3,0,3,0.0,296.08
1020,2021-11-14,Brand 1,Brand 1 Ad Group 1,ASIN374,Walmart,2597,32,10.01,354.91,8,9,6,3,239.94,114.97
1021,2021-11-14,Brand 1,Brand 1 Ad Group 11,ASIN381,Walmart,4472,13,3.41,156.97,3,3,2,1,119.98,36.99
1022,2021-11-14,Brand 1,Brand 1 Ad Group 11,ASIN387,Walmart,10996,54,12.52,84.99,1,1,0,1,0.0,84.99
1023,2021-11-14,Brand 1,Brand 1 Ad Group 13,ASIN374,Walmart,1014,4,0.7,0.0,0,0,0,0,0.0,0.0
1024,2021-11-14,Brand 1,Brand 1 Ad Group 13,ASIN396,Walmart,869,3,0.76,0.0,0,0,0,0,0.0,0.0
1025,2021-11-14,Brand 1,Brand 1 Ad Group 13,ASIN401,Walmart,572,5,1.18,0.0,0,0,0,0,0.0,0.0
1026,2021-11-14,Brand 1,Brand 1 Ad Group 13,ASIN407,Walmart,389,6,0.96,0.0,0,0,0,0,0.0,0.0
1027,2021-11-14,Brand 1,Brand 1 Ad Group 13,ASIN412,Walmart,1312,5,1.13,0.0,0,0,0,0,0.0,0.0
1028,2021-11-14,Brand 1,Brand 1 Ad Group 2,ASIN380,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1029,2021-11-14,Brand 1,Brand 1 Ad Group 2,ASIN388,Walmart,970,18,8.04,114.97,3,3,1,2,47.99,66.98
1030,2021-11-14,Brand 1,Brand 1 Ad Group 2,ASIN394,Walmart,7898,37,7.36,283.95,5,5,2,3,113.98,169.97
1031,2021-11-14,Brand 1,Brand 1 Ad Group 4,ASIN396,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1032,2021-11-14,Brand 1,Brand 1 Ad Group 4,ASIN401,Walmart,392570,500,259.49,,26,27,18,9,724.82,385.91
1033,2021-11-14,Brand 1,Brand 1 Ad Group 4,ASIN406,Walmart,52820,100,89.15,487.88,12,12,5,7,199.95,287.93
1034,2021-11-14,Brand 1,Brand 1 Ad Group 5,ASIN410,Walmart,36,8,1.84,108.97,3,3,3,0,108.97,0.0
1035,2021-11-14,Brand 1,Brand 1 Ad Group 7,ASIN402,Walmart,211,11,4.8,119.97,3,3,3,0,119.97,0.0
1036,2021-11-14,Brand 1,Brand 1 Ad Group 8,ASIN412,Walmart,446,8,2.69,0.0,0,0,0,0,0.0,0.0
1037,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN445,Walmart,25034,59,48.16,,7,7,6,1,,165.99
1038,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN448,Walmart,13718,33,26.26,324.97,3,3,1,2,174.99,149.98
1039,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN451,Walmart,28420,24,21.74,268.98,2,2,0,2,0.0,268.98
1040,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN456,Walmart,40627,39,26.72,0.0,0,0,0,0,0.0,0.0
1041,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN460,Walmart,2240,3,2.08,0.0,0,0,0,0,0.0,0.0
1042,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN464,Walmart,18896,25,16.21,245.99,1,1,0,1,0.0,245.99
1043,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN470,Walmart,4808,18,16.36,572.56,4,4,2,2,38.58,533.98
1044,2021-11-14,Brand 2,Brand 2 Ad Group 1,ASIN474,Walmart,17693,37,28.21,132.97,2,3,0,3,0.0,132.97
1045,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN478,Walmart,14526,34,24.08,270.99,1,1,0,1,0.0,270.99
1046,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN481,Walmart,13214,30,20.89,802.95,4,5,0,5,0.0,802.95
1047,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN485,Walmart,9390,20,16.18,251.97,3,3,0,3,0.0,251.97
1048,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN489,Walmart,3202,4,4.12,0.0,0,0,0,0,0.0,0.0
1049,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN494,Walmart,24060,65,59.21,258.97,3,3,0,3,0.0,258.97
1050,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN497,Walmart,9825,20,18.14,0.0,0,0,0,0,0.0,0.0
1051,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN505,Walmart,3075,16,14.82,264.96,3,4,3,1,209.97,54.99
1052,2021-11-14,Brand 2,Brand 2 Ad Group 2,ASIN509,Walmart,10321,42,31.82,0.0,0,0,0,0,0.0,0.0
1053,2021-11-14,Brand 2,Brand 2 Ad Group 3,ASIN512,Walmart,2338,12,9.14,0.0,0,0,0,0,0.0,0.0
1054,2021-11-14,Brand 2,Brand 2 Ad Group 3,ASIN516,Walmart,10537,10,5.17,0.0,0,0,0,0,0.0,0.0
1055,2021-11-14,Brand 2,Brand 2 Ad Group 3,ASIN521,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1056,2021-11-14,Brand 2,Brand 2 Ad Group 5,ASIN619,Walmart,9974,17,13.58,0.0,0,0,0,0,0.0,0.0
1057,2021-11-15,Brand 1,Brand 1 Ad Group 1,ASIN374,Walmart,3923,127,65.42,,34,35,32,3,,114.97
1058,2021-11-15,Brand 1,Brand 1 Ad Group 11,ASIN381,Walmart,509,6,1.21,0.0,0,0,0,0,0.0,0.0
1059,2021-11-15,Brand 1,Brand 1 Ad Group 11,ASIN387,Walmart,13550,67,13.07,39.99,1,1,0,1,0.0,39.99
1060,2021-11-15,Brand 1,Brand 1 Ad Group 13,ASIN374,Walmart,1457,5,0.78,36.99,1,1,1,0,36.99,0.0
1061,2021-11-15,Brand 1,Brand 1 Ad Group 13,ASIN396,Walmart,3799,6,3.3,32.99,1,1,1,0,32.99,0.0
1062,2021-11-15,Brand 1,Brand 1 Ad Group 13,ASIN401,Walmart,552,7,1.46,0.0,0,0,0,0,0.0,0.0
1063,2021-11-15,Brand 1,Brand 1 Ad Group 13,ASIN407,Walmart,298,3,0.84,0.0,0,0,0,0,0.0,0.0
1064,2021-11-15,Brand 1,Brand 1 Ad Group 13,ASIN412,Walmart,2197,9,2.29,0.0,0,0,0,0,0.0,0.0
1065,2021-11-15,Brand 1,Brand 1 Ad Group 2,ASIN381,Walmart,936,4,0.92,0.0,0,0,0,0,0.0,0.0
1066,2021-11-15,Brand 1,Brand 1 Ad Group 2,ASIN388,Walmart,997,20,5.82,0.0,0,0,0,0,0.0,0.0
1067,2021-11-15,Brand 1,Brand 1 Ad Group 2,ASIN394,Walmart,6504,21,3.25,0.0,0,0,0,0,0.0,0.0
1068,2021-11-15,Brand 1,Brand 1 Ad Group 4,ASIN396,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1069,2021-11-15,Brand 1,Brand 1 Ad Group 4,ASIN401,Walmart,299664,409,250.39,764.81,19,19,13,6,519.87,244.94
1070,2021-11-15,Brand 1,Brand 1 Ad Group 4,ASIN406,Walmart,46478,132,73.1,649.84,16,16,12,4,479.88,169.96
1071,2021-11-15,Brand 1,Brand 1 Ad Group 6,ASIN399,Walmart,35,0,0.0,0.0,0,0,0,0,0.0,0.0
1072,2021-11-15,Brand 1,Brand 1 Ad Group 7,ASIN402,Walmart,184,14,8.05,119.97,3,3,3,0,119.97,0.0
1073,2021-11-15,Brand 1,Brand 1 Ad Group 8,ASIN412,Walmart,692,20,6.01,0.0,0,0,0,0,0.0,0.0
1074,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN445,Walmart,19361,37,29.93,946.92,8,8,3,5,515.97,430.95
1075,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN448,Walmart,11965,27,23.35,694.94,5,6,3,3,524.97,169.97
1076,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN451,Walmart,0,0,0.0,0.0,0,0,0,0,0.0,0.0
1077,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN457,Walmart,10017,55,46.72,385.6,6,6,4,2,259.96,125.64
1078,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN460,Walmart,35236,74,62.56,916.88,9,9,2,7,205.68,711.2
1079,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN465,Walmart,19357,113,87.34,,14,14,3,11,254.97,990.89
1080,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN470,Walmart,5685,22,18.34,191.8,10,10,3,7,57.87,133.93
1081,2021-11-15,Brand 2,Brand 2 Ad Group 1,ASIN474,Walmart,25416,39,29.68,110.14,2,4,0,4,0.0,110.14
